system_name...1,district,school_name,fac_schtype,system_name...5,total,out_of_school_suspension_oss,juvenile_court_referral,physical_restraint,corporal_punishment,permanent_expulsion,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Savannah-Chatham County,Savannah-Chatham County,Savannah Classical Academy Charter School,E,Savannah-Chatham County,266,152,0,1,0,0,75.56,81,4,9,0,0,153
Savannah-Chatham County,Savannah-Chatham County,East Broad Street School,E,Savannah-Chatham County,518,289,0,2,0,0,94.98,95,1,2,0,2.3,291
Savannah-Chatham County,Savannah-Chatham County,Esther F. Garrison School for the Arts,E,Savannah-Chatham County,756,17,0,0,0,0,41.53,44,8,36,0,0,17
Savannah-Chatham County,Savannah-Chatham County,Georgetown School,E,Savannah-Chatham County,740,43,0,0,0,0,62.7,51,8,31,0,0.1,43
Savannah-Chatham County,Savannah-Chatham County,Garden City Elementary School,E,Savannah-Chatham County,426,3,0,0,0,0,86.62,25,59,12,0,39,3
Savannah-Chatham County,Savannah-Chatham County,West Chatham Middle School,M,Savannah-Chatham County,918,167,0,0,0,0,78.21,49,20,22,0,2.8,167
Savannah-Chatham County,Savannah-Chatham County,West Chatham Elementary School,E,Savannah-Chatham County,750,33,0,3,0,0,53.47,50,11,29,0,0.1,36
Savannah-Chatham County,Savannah-Chatham County,DeRenne Middle School,M,Savannah-Chatham County,664,183,0,8,0,0,89.91,96,2,2,0,0.6,191
Savannah-Chatham County,Savannah-Chatham County,The School of Liberal Studies at Savannah High,H,Savannah-Chatham County,521,390,0,3,0,0,80.42,94,1,3,0,0.2,393
Savannah-Chatham County,Savannah-Chatham County,Godley Station School,E,Savannah-Chatham County,1708,86,0,15,0,0,36.36,39,11,35,0,4.7,101
Savannah-Chatham County,Savannah-Chatham County,Marshpoint Elementary School,E,Savannah-Chatham County,786,7,0,0,0,0,45.04,31,5,52,0,1.8,7
Savannah-Chatham County,Savannah-Chatham County,Southwest Middle School,M,Savannah-Chatham County,815,279,0,2,0,0,76.44,65,15,12,0,2.3,281
Savannah-Chatham County,Savannah-Chatham County,Southwest Elementary School,E,Savannah-Chatham County,736,41,0,6,0,0,73.64,53,20,19,0,2.2,47
Savannah-Chatham County,Savannah-Chatham County,Myers Middle School,M,Savannah-Chatham County,525,278,0,1,0,0,86.1,87,5,4,0,1.9,279
Savannah-Chatham County,Savannah-Chatham County,Coastal Middle School,M,Savannah-Chatham County,727,84,0,3,0,0,39.2,28,6,57,0,0.1,87
Savannah-Chatham County,Savannah-Chatham County,Islands High School,H,Savannah-Chatham County,1016,51,0,3,0,0,30.31,18,7,65,0,0.1,54
Savannah-Chatham County,Savannah-Chatham County,Savannah Arts Academy,H,Savannah-Chatham County,949,6,0,0,0,0,12.12,13,6,65,0,0,6
Savannah-Chatham County,Savannah-Chatham County,Shuman Elementary School,E,Savannah-Chatham County,657,13,0,0,0,0,87.82,85,8,4,0,6.5,13
Savannah-Chatham County,Savannah-Chatham County,Rice Creek School,E,Savannah-Chatham County,825,214,0,10,0,0,74.06,61,14,19,0,4.5,224
Savannah-Chatham County,Savannah-Chatham County,Savannah Early College High School,H,Savannah-Chatham County,239,7,0,0,0,0,53.56,74,13,8,0,0,7
Savannah-Chatham County,Savannah-Chatham County,School of Humanities at Juliette Gordon Low,E,Savannah-Chatham County,720,138,0,5,0,0,85.97,87,2,7,0,1,143
Savannah-Chatham County,Savannah-Chatham County,Susie King Taylor Community School,E,Savannah-Chatham County,214,10,0,0,0,0,60.75,52,2,38,0,0,10
Savannah-Chatham County,Savannah-Chatham County,Savannah Classical Academy Charter High School,H,Savannah-Chatham County,45,32,0,0,0,0,75.56,76,2,9,0,0,32
Savannah-Chatham County,Savannah-Chatham County,Otis J Brock III Elementary School,E,Savannah-Chatham County,469,16,0,2,0,0,92.89,93,3,2,0,1.3,18
Savannah-Chatham County,Savannah-Chatham County,Gadsden Elementary School,E,Savannah-Chatham County,532,230,0,2,0,0,73.61,97,0,1,0,0,232
Savannah-Chatham County,Savannah-Chatham County,Heard Elementary School,E,Savannah-Chatham County,1703,13,0,0,0,0,58.33,61,7,25,0,0.7,13
Savannah-Chatham County,Savannah-Chatham County,Howard Elementary School,E,Savannah-Chatham County,576,9,0,0,0,0,34.03,7,3,81,0,3.1,9
Savannah-Chatham County,Savannah-Chatham County,White Bluff Elementary School,E,Savannah-Chatham County,560,37,0,0,0,0,82.5,73,8,10,0,6.1,37
Savannah-Chatham County,Savannah-Chatham County,Beach High School,H,Savannah-Chatham County,1004,333,0,4,0,0,74.5,86,6,5,0,2,337
Savannah-Chatham County,Savannah-Chatham County,Gould Elementary School,E,Savannah-Chatham County,723,94,0,10,0,0,82.16,38,29,22,0,19.8,104
Savannah-Chatham County,Savannah-Chatham County,Hubert Middle School,M,Savannah-Chatham County,452,284,0,3,0,0,89.6,92,2,3,0,1.1,287
Savannah-Chatham County,Savannah-Chatham County,Largo-Tibet Elementary School,E,Savannah-Chatham County,602,124,0,2,0,0,81.89,72,10,10,0,4.5,126
Savannah-Chatham County,Savannah-Chatham County,Andrea B Williams Elementary School,E,Savannah-Chatham County,510,77,0,0,0,0,93.81,94,1,1,0,0.4,77
Savannah-Chatham County,Savannah-Chatham County,Groves High School,H,Savannah-Chatham County,689,163,0,0,0,0,85.49,71,19,6,0,3.5,163
Savannah-Chatham County,Savannah-Chatham County,Isle of Hope School,E,Savannah-Chatham County,774,334,0,5,0,0,77,68,4,22,0,0.4,339
Savannah-Chatham County,Savannah-Chatham County,Pooler Elementary School,E,Savannah-Chatham County,420,22,0,12,0,0,65,32,20,38,0,11.9,34
Savannah-Chatham County,Savannah-Chatham County,Bloomingdale Elementary School,E,Savannah-Chatham County,335,13,0,1,0,0,68.66,11,11,69,0,0,14
Savannah-Chatham County,Savannah-Chatham County,Ellis Elementary School,E,Savannah-Chatham County,437,6,0,0,0,0,32.49,35,5,53,0,0,6
Savannah-Chatham County,Savannah-Chatham County,Haven Elementary School,E,Savannah-Chatham County,385,33,0,3,0,0,89.35,98,1,1,0,0,36
Savannah-Chatham County,Savannah-Chatham County,Hesse School,E,Savannah-Chatham County,1275,99,0,0,0,0,51.06,22,21,49,0,12.5,99
Savannah-Chatham County,Savannah-Chatham County,Port Wentworth Elementary School,E,Savannah-Chatham County,473,17,0,4,0,0,74.21,52,19,20,0,14.6,21
Savannah-Chatham County,Savannah-Chatham County,Windsor Forest Elementary School,E,Savannah-Chatham County,456,90,0,0,0,0,78.51,65,7,16,0,4.4,90
Savannah-Chatham County,Savannah-Chatham County,Butler Elementary School,E,Savannah-Chatham County,460,8,0,5,0,0,92.83,93,5,1,0,0.9,13
Savannah-Chatham County,Savannah-Chatham County,Hodge Elementary School,E,Savannah-Chatham County,436,7,0,0,0,0,93.81,94,3,1,0,0,7
Savannah-Chatham County,Savannah-Chatham County,Jenkins High School,H,Savannah-Chatham County,1052,233,0,2,0,0,57.79,63,7,21,0,1.7,235
Savannah-Chatham County,Savannah-Chatham County,Mercer Middle School,M,Savannah-Chatham County,430,186,0,3,0,0,83.72,64,27,6,0,8.1,189
Savannah-Chatham County,Savannah-Chatham County,Jacob G. Smith Elementary School,E,Savannah-Chatham County,496,11,0,5,0,0,46.77,45,6,43,0,0.2,16
Savannah-Chatham County,Savannah-Chatham County,Windsor Forest High School,H,Savannah-Chatham County,1013,323,0,16,0,0,63.38,69,12,12,0,1.3,339
Chattahoochee County,Chattahoochee County,Chattahoochee County Education Center,E,Chattahoochee County,260,31,0,0,0,0,44.56,33,4,58,0,0,31
Chattahoochee County,Chattahoochee County,Chattahoochee County Middle School,M,Chattahoochee County,166,36,0,0,0,0,77.71,28,7,58,0,0.6,36
Chattahoochee County,Chattahoochee County,Chattahoochee County High School,H,Chattahoochee County,450,40,0,0,0,0,45.56,20,17,53,0,2.7,40
Chattooga County,Chattooga County,Leroy Massey Elementary School,E,Chattooga County,767,1,0,0,1,0,67.98,13,9,68,0,3.7,2
Chattooga County,Chattooga County,Chattooga Academy,H,Chattooga County,70,7,0,0,0,0,10,7,3,83,0,2.9,7
Chattooga County,Chattooga County,Chattooga High School,H,Chattooga County,726,61,0,0,0,0,81.4,8,5,82,0,0.4,61
Chattooga County,Chattooga County,Lyerly Elementary School,E,Chattooga County,351,2,0,0,0,0,79.2,3,3,89,0,0.6,2
Chattooga County,Chattooga County,Summerville Middle School,M,Chattooga County,361,2,0,0,0,0,88.64,15,12,65,0,1.1,2
Chattooga County,Chattooga County,Menlo Elementary School,E,Chattooga County,326,0,0,0,0,0,58.59,0,1,95,0,0.3,0
Cherokee County,Cherokee County,Carmel Elementary School,E,Cherokee County,993,12,0,31,0,0,46.73,16,26,50,0,12.5,43
Cherokee County,Cherokee County,Woodstock Elementary School,E,Cherokee County,1151,30,0,26,0,0,37.1,11,22,55,0,9.6,56
Cherokee County,Cherokee County,"William G. Hasty, Sr. Elementary School",E,Cherokee County,835,31,0,15,0,0,92.84,7,67,23,0,49.5,46
Cherokee County,Cherokee County,Creekview High School,H,Cherokee County,1996,54,13,0,0,11,11.52,3,8,87,0,1.1,78
Cherokee County,Cherokee County,Avery Elementary School,E,Cherokee County,1034,7,0,0,0,0,17.02,3,10,82,0,3.8,7
Cherokee County,Cherokee County,Mill Creek Middle School,M,Cherokee County,1413,122,3,19,0,0,25.62,8,19,65,0,3.1,144
Cherokee County,Cherokee County,River Ridge High School,H,Cherokee County,1901,105,22,11,0,0,21.09,9,20,64,0,2.1,138
Cherokee County,Cherokee County,Indian Knoll Elementary,E,Cherokee County,917,17,1,2,0,0,28.9,4,18,73,0,6.9,20
Cherokee County,Cherokee County,Etowah High School,H,Cherokee County,2450,173,14,2,0,1,24.41,11,18,66,0,2.1,190
Cherokee County,Cherokee County,E. T. Booth Middle School,M,Cherokee County,1822,227,9,0,0,0,32.16,10,21,61,0,3.6,236
Cherokee County,Cherokee County,Johnston Elementary School,E,Cherokee County,577,5,0,0,0,0,34.84,3,23,65,0,10.2,5
Cherokee County,Cherokee County,Dean Rusk Middle School,M,Cherokee County,1543,301,4,1,0,0,24.24,6,14,73,0,2.3,306
Cherokee County,Cherokee County,Boston Elementary School,E,Cherokee County,586,14,0,8,0,0,31.74,8,18,66,0,7.2,22
Cherokee County,Cherokee County,Mountain Road Elementary School,E,Cherokee County,442,0,0,0,0,0,23.08,8,8,75,0,4.1,0
Cherokee County,Cherokee County,Sequoyah High School,H,Cherokee County,1983,85,21,0,0,1,19.77,7,14,74,0,1.3,107
Cherokee County,Cherokee County,Sixes Elementary School,E,Cherokee County,732,13,0,1,0,0,11.89,3,7,85,0,1.4,14
Cherokee County,Cherokee County,Bascomb Elementary School,E,Cherokee County,905,25,0,0,0,0,6.41,4,5,84,0,0.7,25
Cherokee County,Cherokee County,Woodstock High School,H,Cherokee County,2334,135,18,0,0,0,24.81,12,17,64,0,2.7,153
Cherokee County,Cherokee County,R. M. Moore Elementary School,E,Cherokee County,830,59,0,1,0,0,63.13,4,37,55,0,28.1,60
Cherokee County,Cherokee County,Holly Springs Elementary School,E,Cherokee County,732,31,0,27,0,0,39.34,6,19,69,0,7.4,58
Cherokee County,Cherokee County,Liberty Elementary School,E,Cherokee County,2413,6,0,3,0,0,24.2,10,15,69,0,7.2,9
Cherokee County,Cherokee County,Freedom Middle School,M,Cherokee County,2259,57,10,4,0,0,20.46,7,14,73,0,1.4,71
Cherokee County,Cherokee County,Ball Ground Elementary School,E,Cherokee County,525,31,0,2,0,0,27.81,1,6,91,0,1.5,33
Cherokee County,Cherokee County,Teasley Middle School,M,Cherokee County,1590,343,22,0,0,0,54.53,6,38,53,0,12.6,365
Cherokee County,Cherokee County,Woodstock Middle School,M,Cherokee County,1241,143,11,0,0,0,38.28,15,21,54,0,5.2,154
Cherokee County,Cherokee County,Creekland Middle School,M,Cherokee County,3539,74,10,4,0,0,16.57,2,9,86,0,0.7,88
Cherokee County,Cherokee County,Little River Elem.,E,Cherokee County,1357,18,1,14,0,0,18.72,9,18,61,0,5.2,33
Cherokee County,Cherokee County,Clark Creek Elementary School,E,Cherokee County,1208,12,0,13,0,0,45.53,16,22,51,0,12.7,25
Cherokee County,Cherokee County,Arnold Mill Elementary School,E,Cherokee County,795,16,0,2,0,0,21.89,5,15,74,0,6.7,18
Cherokee County,Cherokee County,Free Home Elementary School,E,Cherokee County,324,2,0,2,0,0,24.07,4,10,80,0,5.6,4
Cherokee County,Cherokee County,J. Knox Elementary,E,Cherokee County,1003,21,1,9,0,0,40.68,6,25,65,0,17,31
Cherokee County,Cherokee County,Clayton Elementary School,E,Cherokee County,256,11,0,2,0,0,33.2,0,4,92,0,1.6,13
Cherokee County,Cherokee County,Oak Grove Elementary School,E,Cherokee County,1406,21,1,1,0,0,66.59,9,43,41,0,29.9,23
Cherokee County,Cherokee County,Hickory Flat Elementary School,E,Cherokee County,1262,3,0,0,0,0,12.89,4,9,79,0,2.6,3
Cherokee County,Cherokee County,Cherokee High School,H,Cherokee County,2770,155,36,0,0,0,35.09,7,26,63,0,7,191
Cherokee County,Cherokee County,Macedonia Elementary School,E,Cherokee County,753,6,0,0,0,0,9.83,3,6,86,0,1.3,6
Clarke County,Clarke County,Cedar Shoals High School,H,Clarke County,1422,258,1,0,0,0,92.05,55,28,13,1,4.5,259
Clarke County,Clarke County,Classic City High School,H,Clarke County,76,71,0,0,0,0,92.11,58,21,16,0,0,71
Clarke County,Clarke County,Alps Road Elementary School,E,Clarke County,337,168,0,31,0,0,91.99,77,9,7,1,5.6,199
Clarke County,Clarke County,Judia Jackson Harris Elementary,E,Clarke County,416,7,0,13,0,0,92.07,31,63,5,1,46.9,20
Clarke County,Clarke County,Timothy Elementary School,E,Clarke County,526,5,0,6,0,0,92.02,40,11,37,0,9.9,11
Clarke County,Clarke County,Cleveland Road Elementary School,E,Clarke County,269,4,0,13,0,0,92.19,40,32,20,0,24.2,17
Clarke County,Clarke County,Coile Middle School,M,Clarke County,735,178,0,0,0,0,92.11,50,42,5,1,6.7,178
Clarke County,Clarke County,Gaines Elementary School,E,Clarke County,475,118,0,73,0,0,92,74,16,5,0,8.8,191
Clarke County,Clarke County,Howard B. Stroud Elementary School,E,Clarke County,338,59,0,36,0,0,92.01,71,19,4,0,10.7,95
Clarke County,Clarke County,Burney-Harris-Lyons Middle School,M,Clarke County,692,151,0,0,0,0,92.05,41,39,13,1,6.6,151
Clarke County,Clarke County,Whit Davis Road Elementary School,E,Clarke County,457,106,0,56,0,0,92.12,44,13,37,1,7.7,162
Clarke County,Clarke County,Clarke Middle School,M,Clarke County,789,216,0,0,0,0,92.02,48,11,34,0,2.7,216
Clarke County,Clarke County,Whitehead Road Elementary School,E,Clarke County,725,4,0,0,0,0,92,40,38,15,1,25,4
Clarke County,Clarke County,Barnett Shoals Elementary School,E,Clarke County,504,6,0,5,0,0,92.06,52,10,30,1,6.7,11
Clarke County,Clarke County,Winterville Elementary School,E,Clarke County,390,95,0,35,0,0,92.05,55,26,16,1,17.9,130
Clarke County,Clarke County,Barrow Elementary School,E,Clarke County,501,29,0,7,0,0,92.02,36,6,47,0,8,36
Clarke County,Clarke County,Fowler Drive Elementary School,E,Clarke County,441,40,0,17,0,0,92.06,47,45,6,1,33.8,57
Clarke County,Clarke County,Oglethorpe Avenue Elementary School,E,Clarke County,507,76,0,1,0,0,92.11,38,40,18,0,26.2,77
Clarke County,Clarke County,Chase Street Elementary School,E,Clarke County,541,47,0,97,0,0,92.05,33,7,55,0,2.8,144
Clarke County,Clarke County,Hilsman Middle School,M,Clarke County,683,255,0,2,0,0,92.09,61,13,18,0,1.6,257
Clarke County,Clarke County,Clarke Central High School,H,Clarke County,1771,326,1,0,0,0,92.04,46,24,24,0,3.3,327
Clay County,Clay County,Clay County Middle School,M,Clay County,62,10,0,0,2,0,90.61,97,0,2,0,0,12
Clay County,Clay County,Clay County Elementary,E,Clay County,122,10,0,0,22,0,90.05,97,0,2,0,0,32
Clayton County,Clayton County,M. D. Roberts Middle School,M,Clayton County,967,66,0,0,0,0,92.97,76,14,3,0,1.8,66
Clayton County,Clayton County,Callaway Elementary School,E,Clayton County,1460,40,0,0,0,0,92.91,75,19,1,0,7.8,40
Clayton County,Clayton County,Mundy's Mill High School,H,Clayton County,1691,493,0,0,0,2,92.96,82,13,1,0,1.5,495
Clayton County,Clayton County,Thurgood Marshall Elementary School,E,Clayton County,840,28,0,0,0,0,92.98,70,17,3,0,13.8,28
Clayton County,Clayton County,Jonesboro Middle School,M,Clayton County,1010,349,0,0,0,0,92.97,67,27,2,0,7,349
Clayton County,Clayton County,Sequoyah Middle School,M,Clayton County,2625,279,0,0,0,0,92.93,70,25,1,0,6,279
Clayton County,Clayton County,Mount Zion Primary,E,Clayton County,632,10,0,0,0,0,92.88,69,22,3,0,16,10
Clayton County,Clayton County,Elite Scholars Academy School,M,Clayton County,664,13,0,0,0,0,92.92,74,14,0,0,0,13
Clayton County,Clayton County,Charles R. Drew High School,H,Clayton County,1555,388,0,0,0,0,92.93,66,27,1,0,5.2,388
Clayton County,Clayton County,Eddie White Middle School,M,Clayton County,538,158,0,0,0,0,92.95,2,16,86,0,2.1,158
Clayton County,Clayton County,Morrow Middle School,M,Clayton County,957,245,0,0,0,0,92.89,58,25,2,0,7.1,245
Clayton County,Clayton County,Kilpatrick Elementary School,E,Clayton County,743,5,0,0,0,0,92.87,50,40,5,0,22.3,5
Clayton County,Clayton County,Mundys Mill Middle School,M,Clayton County,827,159,0,0,0,0,92.99,78,15,2,0,2.3,159
Clayton County,Clayton County,Brown Elementary School,E,Clayton County,799,62,0,0,0,0,93.24,80,15,1,0,6.9,62
Clayton County,Clayton County,Mount Zion Elementary School,E,Clayton County,1285,36,0,0,0,0,92.95,70,22,2,0,12.5,36
Clayton County,Clayton County,Adamson Middle School,M,Clayton County,568,98,0,0,0,0,92.96,73,20,2,0,3.5,98
Clayton County,Clayton County,Pointe South Elementary School,E,Clayton County,610,38,0,0,0,0,92.95,80,12,1,0,4.8,38
Clayton County,Clayton County,Lovejoy High School,H,Clayton County,1819,295,0,0,0,2,92.96,81,13,2,0,1.5,297
Clayton County,Clayton County,Lovejoy Middle School,M,Clayton County,536,138,0,0,0,0,92.91,75,20,1,0,3.9,138
Clayton County,Clayton County,River's Edge Elementary School,E,Clayton County,636,10,0,0,0,0,92.92,86,7,3,0,2.2,10
Clayton County,Clayton County,Kendrick Middle School,M,Clayton County,794,148,0,0,0,0,92.95,73,21,2,0,5.7,148
Clayton County,Clayton County,Hawthorne Elementary School,E,Clayton County,1248,54,0,0,0,0,92.92,69,25,2,0,12,54
Clayton County,Clayton County,Roberta T. Smith Elementary School,E,Clayton County,980,3,0,0,0,0,92.96,69,21,3,0,12,3
Clayton County,Clayton County,Harper Elementary School,E,Clayton County,1134,28,0,0,0,0,92.93,65,29,1,0,19.6,28
Clayton County,Clayton County,"Martin Luther King, Jr. Elementary School",E,Clayton County,1546,60,0,0,0,0,83.42,92,4,1,0,6.4,60
Clayton County,Clayton County,Kemp Primary,E,Clayton County,607,14,0,0,0,0,92.92,77,14,2,0,11.4,14
Clayton County,Clayton County,Rex Mill Middle School,M,Clayton County,1132,178,0,0,0,0,92.93,69,22,3,0,4,178
Clayton County,Clayton County,Martha Ellen Stilwell School for the Performing Arts,H,Clayton County,597,0,0,0,0,0,92.96,77,10,3,0,0,0
Clayton County,Clayton County,Oliver Elementary School,E,Clayton County,649,10,0,0,0,0,92.91,79,12,0,0,8.9,10
Clayton County,Clayton County,Pointe South Middle School,M,Clayton County,846,213,0,0,0,0,92.91,79,17,1,0,2.8,213
Clayton County,Clayton County,Mount Zion High School,H,Clayton County,1307,267,0,0,0,0,92.96,70,21,2,0,2.6,267
Clayton County,Clayton County,Lake Ridge Elementary School,E,Clayton County,592,65,0,0,0,0,92.91,67,26,1,0,20.4,65
Clayton County,Clayton County,James Jackson Elementary School,E,Clayton County,600,51,0,0,0,0,92.83,81,13,3,0,8.5,51
Clayton County,Clayton County,Kemp Elem School,E,Clayton County,664,41,0,0,0,0,92.92,77,15,3,0,9.2,41
Clayton County,Clayton County,Unidos Dual Language School,E,Clayton County,417,0,0,0,0,0,92.81,37,59,1,0,41,0
Clayton County,Clayton County,Riverdale High School,H,Clayton County,1206,185,0,0,0,1,92.95,80,15,1,0,2.2,186
Clayton County,Clayton County,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,H,Clayton County,934,217,0,0,0,0,92.93,71,24,2,0,0,217
Clayton County,Clayton County,Eddie White Elementary School,E,Clayton County,720,61,0,0,0,0,83.92,77,17,1,0,9.7,61
Clayton County,Clayton County,Kay R Pace Elementary School of the Arts,E,Clayton County,473,8,0,0,0,0,92.81,85,8,1,0,2.5,8
Clayton County,Clayton County,Anderson Elementary School,E,Clayton County,534,33,0,0,0,0,92.88,54,37,4,0,22.8,33
Clayton County,Clayton County,East Clayton Elementary School,E,Clayton County,591,28,0,0,0,0,92.89,82,12,2,0,7.6,28
Clayton County,Clayton County,Forest Park High School,H,Clayton County,1666,176,0,0,0,0,92.98,42,44,3,0,8,176
Clayton County,Clayton County,Jonesboro High School,H,Clayton County,1388,310,0,0,0,0,92.94,68,22,3,0,2.7,310
Clayton County,Clayton County,Lee Street Elementary School,E,Clayton County,573,54,0,0,0,0,92.84,73,20,2,0,16.1,54
Clayton County,Clayton County,Northcutt Elementary School,E,Clayton County,719,79,0,0,0,0,94.39,83,11,0,0,10.2,79
Clayton County,Clayton County,Tara Elementary School,E,Clayton County,699,47,0,0,0,0,92.99,68,27,3,0,11.3,47
